REF	ETUD	LOCA	REG	DPT	COM	INSEE	TICO	ADRS	STAT	AFFE	PPRO	DPRO	AUTR	SCLE	
PA00104162	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Maison dite de l'Infante	Saint-Jean (rue)	Propriété d'une personne privée		Façade sur rue et toiture correspondante (cad. B 63) : inscription par arrêté du 25 octobre 1965	1965/10/25 : inscrit MH			
PA00104161	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Maison dite d'Inès de Llad	Saint-Jean (rue)	Propriété d'une personne privée		Façade sur rue et toiture correspondante (cad. B 55) : inscription par arrêté du 21 octobre 1965	1965/10/21 : inscrit MH			
PA00104160	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Maison Durand Raoul	Saint-Jean (rue)	Propriété d'une personne privée		Façade sur rue et toiture correspondante (cad. B 62) : inscription par arrêté du 25 octobre 1965	1965/10/25 : inscrit MH			
PA00104159	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Maison Durand Henriette	Saint-Jean (rue)	Propriété d'une personne privée		Portail et fenêtre à croisillon (cad. B 140) : inscription par arrêté du 21 octobre 1965	1965/10/21 : inscrit MH			
PA00104158	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Maison Deixonne	Saint-Jacques (rue)	Propriété d'une personne privée		Façade sur rue et toiture correspondante (cad. B 163) : inscription par arrêté du 5 novembre 1965	1965/11/05 : inscrit MH			
PA00104157	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Maison Carreras	Saint-Jean (rue)	Propriété d'une personne privée		Façade sur rue et toiture correspondante (cad. B 191) : inscription par arrêté du 21 octobre 1965	1965/10/21 : inscrit MH			
PA00104156	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Maison Berjoan Léon	Saint-Jean (rue)	Propriété d'une personne privée		Façade sur rue et toiture correspondante (cad. B 20) : inscription par arrêté du 25 octobre 1965	1965/10/25 : inscrit MH			
PA00104155	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Maison Berjoan	Saint-Jean (rue)	Propriété d'une personne privée		Façade sur rue et toiture correspondante (cad. B 46) : inscription par arrêté du 21 octobre 1965	1965/10/21 : inscrit MH			
PA00104154	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Maison Autié	Eglise (place de l')	Propriété d'une personne privée		Enfeu et niche avec statue dans le mur de façade sur la place (cad. B 149) : inscription par arrêté du 3 novembre 1965	1965/11/03 : inscrit MH			
PA00104153	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Maison Alazet	Saint-Jean (rue)	Propriété d'une personne privée		Façade sur rue et toiture correspondante (cad. B 107) : inscription par arrêté du 9 décembre 1983	1983/12/09 : inscrit MH			
PA00104152	recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Remparts de la ville				Les bastions 1, 2, 4, 5 des fortifications, ainsi que la courtine adossée à l'église avec les tours 46 et 28 : classement par arrêté du 10 décembre 1920 - Les remparts, ainsi qu'une bande de terrain de 20 mètres de largeur devant la partie de ces remparts allant de l'extrémité du bastion 1 à l'extrémité du bastion 2 : classement par décret du 28 février 1933 - Les terrains entourant les remparts (cad. B 1 à 3, 82, 87 à 92, 94 à 97, 156 à 159, 196 à 202) : classement par décret du 21 décembre 1938	1920/12/10 : classé MH ; 1933/02/28 : classé MH ; 1938/12/21 : classé MH			
PA00104151	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Hôtel de ville (ancien)		Propriété de la commune		Façades et toitures (cad. B 141) : inscription par arrêté du 21 octobre 1965	1965/10/21 : inscrit MH			
PA00104150	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Hôpital (ancien)		Propriété d'une association		Façades et toitures (cad. B 128) : inscription par arrêté du 9 septembre 1965	1965/09/09 : inscrit MH			
PA00104149	recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Fort Libéria (également sur commune de Fuilla)		propriété de la commune ; propriété privée	affecté à une société privée	Le château dit Fort Libéria, la batterie intermédiaire, l'escalier souterrain et tout le système de communication entre le château et la ville, ainsi que l'ouvrage tête de pont (dit réduit 13) et le pont Saint-Pierre sur le Têt qui complète le système défensif de la place forte de Villefranche (cad. Villefranche-de-Conflent A 48 à 51, 53, 55 ; Fuilla A 56) : classement par arrêté du 30 avril 2009	2009/04/30 : classé MH	Vauban Sébastien Le Prestre de, marquis (ingénieur militaire)	17e siècle ; 19e siècle	
PA00104148	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Eglise Saint-Jacques				Eglise : classement par liste de 1862	1862 : classé MH			
PA00104147	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Bâtiment communal et enfeu de l'ancien cimetière	Eglise (place de l')			Bâtiment communal et enfeu de l'ancien cimetière (cad. B 152) : inscription par arrêté du 21 octobre 1965	1965/10/21 : inscrit MH		13e siècle ; 18e siècle	
PA00104146	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Ur	Languedoc-Roussillon	66	Ur	66218	Eglise				Eglise : classement par arrêté du 7 juin 1934	1934/06/07 : classé MH		11e siècle ; 17e siècle ; 18e siècle	
PA00104145	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Ur	Languedoc-Roussillon	66	Ur	66218	Croix en fer forgé	Dans le cimetière	Propriété de la commune		Croix en fer forgé sur socle de granit située dans le cimetière : classement par arrêté du 11 février 1936	1936/02/11 : classé MH			
PA00104144	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Toulouges	Languedoc-Roussillon	66	Toulouges	66213	Calvaire		Propriété de la commune		Calvaire du 18e siècle situé à la porte de l'église : inscription par arrêté du 24 octobre 1927	1927/10/24 : inscrit MH			
PA00104143	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Toulouges	Languedoc-Roussillon	66	Toulouges	66213	Eglise de l'Assomption de la Vierge		Propriété de la commune		Porche : classement par arrêté du 19 août 1907 ; Eglise, sauf partie classée (cad. E 104) : inscription par arrêté du 16 avril 1959	1907/08/19 : classé MH ; 1959/04/16 : inscrit MH			
PA00104142	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Tautavel	Languedoc-Roussillon	66	Tautavel	66205	Tour del Far		Propriété de la commune		Tour del Far (cad. A 128) : inscription par arrêté du 17 mars 1986	1986/03/17 : inscrit MH			
PA00104141	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Tautavel	Languedoc-Roussillon	66	Tautavel	66205	Grotte de la Caune de l'Arago		Propriété de la commune		Grotte de la Caune de l'Arago (cad. E 13bis) : classement par arrêté du 21 avril 1965	1965/04/21 : classé MH		Préhistoire ; Paléolithique ancien	
PA00104140	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Tautavel	Languedoc-Roussillon	66	Tautavel	66205	Château (parties subsistantes)		Propriété de la commune		Château (parties subsistantes) (cad. A 128) : inscription par arrêté du 17 mars 1986	1986/03/17 : inscrit MH			
PA00104139	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Taurinya	Languedoc-Roussillon	66	Taurinya	66204	Tour de Cours		Propriété d'une personne privée		Tour de Cours (cad. A 1187) : inscription par arrêté du 21 mars 1983	1983/03/21 : inscrit MH		11e siècle ; 12e siècle	
PA00104138	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Taurinya	Languedoc-Roussillon	66	Taurinya	66204	Eglise Saint-Fructueux		Propriété de la commune		Clocher (cad. A 272) : classement par arrêté du 18 avril 1963 ; Eglise, sauf clocher classé (cad. A 272) : inscription par arrêté du 18 avril 1963	1963/04/18 : classé MH ; 1963/04/18 : inscrit MH			
PA00104137	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Tarerach	Languedoc-Roussillon	66	Tarerach	66201	Eglise				Fenêtre décorée sur le côté Sud de la nef (cad. A 117) : inscription par arrêté du 23 octobre 1972	1972/10/23 : inscrit MH			
PA00104136	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Sournia	Languedoc-Roussillon	66	Sournia	66198	Eglise Sainte-Félicité (ancienne)		Propriété d'une personne privée		Eglise Sainte-Félicité (ancienne) (cad. B 879) : classement par arrêté du 2 août 1965	1965/08/02 : classé MH		10e siècle ; 11e siècle	
PA00104135	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Sournia	Languedoc-Roussillon	66	Sournia	66198	Eglise Saint-Michel (ruines de l'ancienne)				Eglise Saint-Michel (ruines de l'ancienne) : classement par arrêté du 2 août 1965	1965/08/02 : classé MH		10e siècle	
PA00104134	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Sournia	Languedoc-Roussillon	66	Sournia	66198	Eglise d'Arsa		Propriété de la commune		Eglise d'Arsa (cad. E 67) : classement par arrêté du 15 mars 1973	1973/03/15 : classé MH		12e siècle	
PA00104133	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Serralongue	Languedoc-Roussillon	66	Serralongue	66194	Tours de Cabrenc (également sur commune de Lamanère)		Propriété de la commune		Tour médiane et vestiges du château appelé Tours de Cabrenc (cad. Serralongue C 868, 870) : classement par arrêté du 5 décembre 1988 ; Tour Nord de Cabrenc (cad. Serralongue C 887, 889 ; Lamanère B 342) : classement par arrêté du 17 mars 1994	1988/12/05 : classé MH ; 1994/03/17 : classé MH		13e siècle	
PA00104132	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Serralongue	Languedoc-Roussillon	66	Serralongue	66194	Eglise		Propriété de la commune		Eglise : classement par arrêté du 13 décembre 1948	1948/12/13 : classé MH			
PA00104131	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Serralongue	Languedoc-Roussillon	66	Serralongue	66194	Conjurador (La)		Propriété de la commune		Conjurador (La) (cad. A 7) : inscription par arrêté du 9 avril 1987	1987/04/09 : inscrit MH			
PA00104130	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Serdinya	Languedoc-Roussillon	66	Serdinya	66193	Eglise Saint-Marcel du hameau de Flassa		Propriété de la commune		Eglise Saint-Marcel du hameau de Flassa (cad. A 713) : classement par arrêté du 6 juillet 1987	1987/07/06 : classé MH		11e siècle	
PA00104129	recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Salses-le-Château	Languedoc-Roussillon	66	Salses-le-Château	66190	Château		propriété de l'Etat	affecté au ministère chargé de la culture ; affecté à la direction générale des patrimoines	Le château : classement par arrêté du 12 juillet 1886	1886/07/12 : classé MH			
PA00104128	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Saleilles	Languedoc-Roussillon	66	Saleilles	66189	Eglise paroissiale Saint-Etienne (ancienne)		Propriété de la commune		Eglise paroissiale Saint-Etienne (ancienne) (cad. A 393) : inscription par arrêté du 19 novembre 1985	1985/11/19 : inscrit MH		11e siècle	
PA00104127	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Villefranche-de-Conflent	Languedoc-Roussillon	66	Villefranche-de-Conflent	66223	Maison Verges Jacques	Saint-Jean (rue)	Propriété d'une personne privée		Façade sur rue et toiture correspondante (cad. B 69) : inscription par arrêté du 3 novembre 1965	1965/11/03 : inscrit MH			
PA00104126	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Saint-Paul-de-Fenouillet	Languedoc-Roussillon	66	Saint-Paul-de-Fenouillet	66187	Eglise du chapître		Propriété de la commune		Eglise du chapître, y compris son décor de gypseries (cad. B 302) : classement par arrêté du 25 septembre 1989	1989/09/25 : classé MH		14e siècle ; 17e siècle	
PA00104125	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Saint-Michel-de-Llotes	Languedoc-Roussillon	66	Saint-Michel-de-Llotes	66185	Eglise		Propriété de la commune		Eglise (cad. A 249) : inscription par arrêté du 30 juillet 1973	1973/07/30 : inscrit MH		12e siècle ; 16e siècle	
PA00104124	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Saint-Michel-de-Llotes	Languedoc-Roussillon	66	Saint-Michel-de-Llotes	66185	Dolmen du Mas Payrot		propriété privée		Dolmen du Mas Payrot (cad. B 223) : inscription par arrêté du 26 novembre 1959	1959/11/26 : inscrit MH		néolithique	
PA00104123	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Sainte-Marie	Languedoc-Roussillon	66	Sainte-Marie	66182	Eglise		Propriété de la commune		Abside (cad. D 299) : classement par arrêté du 4 novembre 1983 ; Nef (cad. D 299) : inscription par arrêté du 4 novembre 1983	1983/11/04 : classé MH ; 1983/11/04 : inscrit MH		12e siècle	
PA00104122	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Sainte-Léocadie	Languedoc-Roussillon	66	Sainte-Léocadie	66181	Ferme Cal Mateu		Propriété de la commune		Façades et toitures y compris la galerie de circulation (cad. B 21) : inscription par arrêté du 21 décembre 1984	1984/12/21 : inscrit MH		18e siècle	
PA00104121	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Sainte-Léocadie	Languedoc-Roussillon	66	Sainte-Léocadie	66181	Eglise		Propriété de la commune		Eglise (cad. B 25) : classement par arrêté du 1er mars 1960	1960/03/01 : classé MH			
PA00104120	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Saint-Hippolyte	Languedoc-Roussillon	66	Saint-Hippolyte	66176	Château		Propriété d'une personne privée		Façades et toitures du corps de logis et de la tour Nord-Est ; grande salle voûtée sur croisée d'ogives au rez-de-chaussée du corps de logis ; vestiges du mur d'enceinte sur le front Nord ; façade et toitures de la tour Nord-Ouest (cad. B 1691, 497) : inscription par arrêté du 24 février 1988	1988/02/24 : inscrit MH		17e siècle	
PA00104119	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Saint-Hippolyte	Languedoc-Roussillon	66	Saint-Hippolyte	66176	Colonne milliaire				Colonne milliaire : classement par arrêté du 12 février 1892	1892/02/12 : classé MH		1er siècle	
PA00104118	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Saint-Laurent-de-Cerdans	Languedoc-Roussillon	66	Saint-Laurent-de-Cerdans	66179	Mas de Crémadells		Propriété d'une personne privée		Mas de Crémadells (cad. B 85) : inscription par arrêté du 1er août 1988	1988/08/01 : inscrit MH		17e siècle	
PA00104117	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Saint-Génis-des-Fontaines	Languedoc-Roussillon	66	Saint-Génis-des-Fontaines	66175	Eglise Saint-Michel				Eglise (cad. A 541) : classement par arrêté du 3 novembre 1892 et du 28 septembre 1966	1966/09/28 : classé MH		12e siècle	
PA00104116	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Saint-Génis-des-Fontaines	Languedoc-Roussillon	66	Saint-Génis-des-Fontaines	66175	Restes du cloître		propriété de la commune		Les restes du cloître englobés dans la propriété de Monsieur Alfred Joud et indiqués par une teinte rose sur le plan annexé à l'arrêté : classement par arrêté du 17 juillet 1924 - Le cloître : classement par arrêté du 5 mai 1975	1924/07/17 : classé MH ; 1975/05/05 : classé MH		Moyen Age	
PA00104115	Recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Saint-Génis-des-Fontaines	Languedoc-Roussillon	66	Saint-Génis-des-Fontaines	66175	Chapelle des Cabanes		Propriété de la commune		Chapelle des Cabanes (cad. A 248) : classement par arrêté du 5 décembre 1984	1984/12/05 : classé MH			
